tempo,spectral_centroid,zero_crossing_rate,rms,spectral_bandwidth,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,filename,mood
117.45383522727273,1322.3991427434844,0.043346263744212965,0.16294609,1644.1217963342622,0.3627153,0.41916624,0.5061202,0.4880381,0.55212396,0.53526586,0.5823718,0.46931762,0.4687429,0.6002651,0.509579,0.40170667,-184.70103,137.59145,-29.31179,24.84419,34.725273,14.490295,7.26323,10.069502,-2.0515969,-2.5584157,-2.5856938,-4.827353,-6.5866556,6815.wav,aggressive
123.046875,1137.072609075825,0.03275779441550926,0.162728,1522.211127442577,0.3610474,0.3926807,0.509054,0.48476222,0.5337169,0.5017396,0.49565622,0.4249867,0.4572708,0.6363269,0.53766453,0.43182468,-204.98634,147.98187,-20.75955,20.157412,33.429962,18.187565,7.2688255,8.794863,-1.1878932,-4.008043,-3.2739885,-5.6802716,-7.1524634,6816.wav,aggressive
123.046875,1055.4786842490166,0.027461299189814815,0.16330048,1498.4368869072075,0.38782513,0.4003476,0.44848523,0.44546962,0.5741361,0.53812975,0.4946301,0.4215708,0.41718727,0.5479194,0.50150466,0.45652255,-217.7665,149.25642,-8.472185,19.047909,31.565874,20.80465,5.3243556,6.688314,-0.33137476,-4.379273,-3.4832454,-5.633736,-7.3606176,6817.wav,aggressive
123.046875,992.8578760378953,0.024312337239583332,0.16337,1482.5109226693473,0.35886705,0.36000943,0.42783514,0.44653973,0.5603365,0.5176038,0.48096827,0.4243601,0.45741922,0.6427968,0.5431609,0.43119693,-229.45563,150.02791,2.7207704,19.011082,28.130135,21.384476,4.3236876,4.748483,0.2522773,-3.9923315,-2.8310678,-4.585875,-8.44203,6818.wav,aggressive
123.046875,972.4676953081989,0.021733036747685185,0.16459705,1507.4265673493016,0.34744877,0.41828346,0.4761903,0.4434986,0.48848307,0.47902888,0.48561493,0.4157553,0.4311748,0.6449111,0.52390504,0.39604622,-235.82715,146.60306,12.808744,22.728611,24.131107,21.080385,3.913378,3.3690572,1.4223655,-2.4712083,-2.377222,-4.1952367,-9.259247,6819.wav,aggressive
123.046875,970.3800182709078,0.02251293041087963,0.16390583,1516.8202609434945,0.36185795,0.4089286,0.46498755,0.43937847,0.4875758,0.4682399,0.43523097,0.38646266,0.43709806,0.66426593,0.53719264,0.43800005,-239.41818,144.99504,16.14476,25.861208,21.96942,18.518303,3.895636,2.1959643,0.62108445,-0.79296565,-0.7478208,-3.85312,-9.593584,6820.wav,aggressive
117.45383522727273,977.1443652843917,0.023369683159722224,0.16630621,1524.21984698302,0.39231965,0.469416,0.40996814,0.43359903,0.5437123,0.46330675,0.4382612,0.381752,0.49651963,0.5870437,0.45073608,0.4307751,-233.51643,145.09178,14.175743,29.12305,21.371511,16.445229,2.797794,0.7224843,0.34598795,0.61648613,0.40883064,-4.2933245,-9.68832,6821.wav,aggressive
117.45383522727273,959.699233010687,0.02537932219328704,0.16620101,1484.2771875916553,0.3605005,0.4336792,0.39768565,0.42174822,0.51954174,0.44385314,0.44432014,0.41505298,0.57387704,0.66886073,0.45703375,0.3975634,-233.5496,147.72385,12.2482605,27.546959,22.022905,16.415016,3.2811341,0.07552861,-0.7574895,1.6091962,2.4806316,-3.9640794,-10.355324,6822.wav,aggressive
117.45383522727273,988.6294116042899,0.026281286168981483,0.16575183,1501.241738422506,0.3631785,0.47561818,0.439269,0.41394114,0.5009061,0.44936344,0.48865664,0.41240832,0.51619977,0.63909274,0.44800687,0.3846943,-228.06242,146.66792,8.925435,28.687468,22.469778,16.041203,3.1696625,-0.6746303,-1.2758715,2.0930583,2.5824032,-4.247942,-9.768052,6823.wav,aggressive
123.046875,1032.191639824867,0.028098777488425927,0.16288377,1534.8975753732213,0.3787339,0.46461588,0.4986591,0.46706268,0.5334031,0.4735458,0.5067983,0.41871879,0.51667094,0.6433757,0.4758677,0.43148443,-224.38184,144.92004,3.4726152,29.15203,22.744799,16.26426,4.718261,-1.1858734,-1.5444679,3.3290958,3.7715364,-3.3792324,-9.104088,6824.wav,aggressive
117.45383522727273,1053.4421647654385,0.029405381944444444,0.16559957,1544.8726009916952,0.4113135,0.5163095,0.4742819,0.46352583,0.5719853,0.47880405,0.48753342,0.3966978,0.4617741,0.5466802,0.44085252,0.43903267,-217.64207,144.68942,-0.39939272,30.402832,22.703848,16.56181,3.6754625,-2.861409,-2.037672,2.9018247,3.5488107,-3.929373,-8.7514105,6825.wav,aggressive
123.046875,1035.8414171047477,0.030976472077546297,0.16461231,1520.891852569865,0.37279645,0.45764717,0.47399965,0.46848515,0.5461032,0.4842426,0.49767944,0.44153064,0.48181298,0.653818,0.5109418,0.42073587,-219.26022,146.94695,-0.2252754,29.143084,23.745907,16.370945,3.8782427,-2.478296,-2.712378,2.6340108,3.7488058,-4.0928445,-9.08059,6826.wav,aggressive
117.45383522727273,1215.5888266885902,0.03697374131944445,0.16521467,1669.710817109156,0.3644409,0.46716836,0.51072645,0.47478077,0.5210897,0.48830733,0.55780613,0.46407133,0.4643424,0.6084399,0.48609403,0.39817193,-197.27199,136.41672,-7.8972325,32.639866,23.542593,13.207432,3.876678,-0.7712821,-3.3285184,2.2518275,1.9476107,-3.834028,-8.386786,6827.wav,aggressive
117.45383522727273,1280.9129362716512,0.04133662471064815,0.16656077,1687.8604080380233,0.37059206,0.463454,0.552464,0.52463275,0.52261186,0.47465745,0.5120009,0.4452182,0.4739275,0.6247782,0.49872935,0.41340256,-184.5137,135.145,-17.468512,34.217453,24.35948,12.065723,4.8589826,1.3541461,-3.2639132,2.1016119,2.2019582,-3.614856,-7.9439235,6828.wav,aggressive
117.45383522727273,1319.3106963087484,0.044483326099537035,0.16999005,1685.6006318811444,0.38088262,0.48695615,0.48205337,0.46200758,0.5413282,0.48107046,0.48647702,0.42914623,0.4634445,0.5534974,0.4593526,0.41545695,-171.90779,135.98601,-25.219627,34.040382,24.90233,12.112325,3.6658,2.3276675,-3.239568,0.47436833,1.3926224,-5.235787,-7.864347,6829.wav,aggressive
117.45383522727273,1314.5523135161552,0.04761646412037037,0.17011827,1645.8286772039962,0.35825324,0.43936798,0.48259184,0.4938229,0.5697419,0.47666383,0.5092921,0.4652643,0.5794587,0.62396497,0.43414912,0.38027728,-167.23361,140.0113,-30.230795,31.217386,26.913828,12.55903,4.1858726,3.5204852,-3.4445355,-1.2408937,0.6192443,-5.3822284,-8.325057,6830.wav,aggressive
117.45383522727273,1338.6257168400587,0.046610514322916664,0.17059968,1667.5992261614053,0.32672137,0.41709578,0.48791945,0.4763004,0.54024005,0.4856978,0.5617039,0.47439644,0.50556517,0.5991181,0.46360877,0.3595462,-162.18944,138.91223,-33.38714,30.46527,26.789482,13.828863,4.3860207,4.4716167,-2.6851516,-2.2548215,-0.030917415,-5.036698,-7.896334,6831.wav,aggressive
117.45383522727273,1226.5866444232533,0.04164406105324074,0.1694052,1590.1199721857276,0.33948758,0.4203987,0.48585618,0.49564472,0.5817881,0.4797385,0.51373714,0.42835134,0.52582484,0.63746387,0.45715794,0.3833491,-175.08293,145.70851,-30.570421,28.775164,24.153597,17.201752,4.5857825,3.0872753,-1.6092278,-3.0037463,1.1518307,-5.7530427,-8.586654,6832.wav,aggressive
117.45383522727273,1209.7459398490992,0.041689272280092594,0.17031756,1600.936877261428,0.34783414,0.39718926,0.39293358,0.4768829,0.6567107,0.5030695,0.50624615,0.41575313,0.5171258,0.5554822,0.43466508,0.4190358,-178.35695,144.84528,-25.468899,29.923132,22.586613,19.60654,1.7778805,0.44554222,-0.77485603,-3.526537,0.16853492,-7.235144,-8.835339,6833.wav,aggressive
117.45383522727273,1168.6549499992232,0.04323097511574074,0.17020851,1579.9887195647445,0.33261085,0.32507202,0.3812634,0.49483714,0.6588802,0.5605432,0.51182884,0.46325204,0.4988552,0.66149974,0.53145653,0.42186147,-184.60222,146.82594,-20.442188,28.93269,21.655508,19.379444,1.1078258,-0.61873597,-0.65436983,-3.7965503,0.55216765,-6.4698486,-10.400661,6834.wav,aggressive
117.45383522727273,1166.21758059133,0.03883644386574074,0.17031538,1627.2828270174084,0.312114,0.37261733,0.43354058,0.5084857,0.6006823,0.49479946,0.54574907,0.4505224,0.5913845,0.6542557,0.43032354,0.3658672,-187.4955,143.6785,-14.524267,31.305954,19.12745,18.262463,0.82184684,0.114926055,0.18048507,-2.4140682,1.0441841,-7.2244053,-10.865698,6835.wav,aggressive
117.45383522727273,1195.1616103040824,0.041370533130787035,0.1692294,1648.3680116111818,0.3344045,0.37773043,0.4350073,0.51976216,0.60753506,0.5052354,0.4849107,0.42429024,0.5137049,0.7043412,0.525961,0.43168902,-185.98856,141.58691,-14.390372,33.71255,14.777875,16.255466,1.3439351,0.9873119,0.60336775,-1.1697359,2.4350874,-7.342969,-11.096897,6836.wav,aggressive
117.45383522727273,1233.6349321528758,0.044135199652777776,0.17021716,1667.617192247055,0.3759248,0.40926293,0.4249039,0.50185573,0.612477,0.55956674,0.49195436,0.432833,0.4884215,0.62526584,0.52627915,0.48548007,-179.35039,140.68898,-15.988905,35.177372,12.416736,14.87642,0.7146623,1.6825411,1.220247,0.578494,2.5644655,-8.039045,-10.175354,6837.wav,aggressive
117.45383522727273,1207.533651223791,0.044928656684027776,0.16922112,1627.5847210395807,0.3437199,0.39460123,0.44135356,0.53044176,0.5805356,0.49635652,0.5098615,0.46264666,0.59254956,0.69786197,0.50064784,0.42416802,-180.03983,144.28693,-17.186567,31.938074,9.956191,13.065251,3.5060236,3.5520551,1.945865,1.444938,3.4971156,-7.2925506,-10.586321,6838.wav,aggressive
117.45383522727273,1237.7489954160799,0.04246690538194445,0.16792138,1659.3564328255468,0.3592752,0.42621174,0.4560709,0.48874432,0.56040883,0.52998143,0.56538635,0.49766296,0.53751194,0.67664933,0.5499538,0.44281372,-174.12912,143.58055,-18.687078,31.261312,6.303724,11.559489,4.69064,5.3605833,2.8402393,2.919252,3.2710147,-7.30954,-9.291651,6839.wav,aggressive
117.45383522727273,1296.1982353310368,0.047984935619212965,0.16432457,1670.1861088921632,0.36776185,0.4169154,0.46878216,0.51606864,0.6188529,0.5536687,0.5788454,0.4791631,0.5604628,0.6566752,0.5557013,0.46106088,-166.71513,142.99287,-24.317871,28.804604,1.8908564,11.350796,6.1625695,7.17229,4.19014,4.082961,3.938828,-6.020458,-8.755602,6840.wav,aggressive
117.45383522727273,1334.127920157922,0.051115813078703706,0.16273369,1667.6360444467782,0.39864296,0.46335852,0.43415493,0.50755,0.6615952,0.5749975,0.56953084,0.46219677,0.5175778,0.5764686,0.55222875,0.47233835,-156.56004,143.7004,-28.901052,27.01378,-0.47142932,11.366009,5.1193323,7.339871,3.9681118,4.1939874,3.1107883,-6.458704,-8.693193,6841.wav,aggressive
117.45383522727273,1309.9594258230375,0.05146846064814815,0.15828733,1636.6937942059694,0.35298526,0.42037475,0.41017947,0.48247075,0.61094046,0.52486336,0.55272514,0.47461817,0.5631802,0.6614805,0.55562466,0.40826973,-155.60832,146.76181,-29.727406,23.567,-0.6111066,10.028602,5.454688,7.966918,3.2581701,3.1521556,2.0682847,-6.3364086,-9.491654,6842.wav,aggressive
117.45383522727273,1588.9241590674774,0.05550582320601852,0.1641248,1912.65449011032,0.3787314,0.47166857,0.42908928,0.4681989,0.5707316,0.5382682,0.60153306,0.4808886,0.5281202,0.61869055,0.5467979,0.46791318,-133.0527,130.5205,-24.21232,23.936129,3.0976207,10.125446,3.7629015,8.243895,2.303459,3.3338573,2.892908,-4.118024,-7.5955987,6843.wav,aggressive
117.45383522727273,1713.099136646545,0.05842420789930555,0.1709794,2064.099099921741,0.39599985,0.4808474,0.4247766,0.478104,0.560529,0.5354382,0.605047,0.47221532,0.5580489,0.6400342,0.575496,0.52594846,-119.37153,120.60825,-20.846315,23.79465,7.8185244,11.892946,1.6801745,8.697875,2.8865712,4.276212,5.157385,-1.5145231,-5.7763357,6844.wav,aggressive
117.45383522727273,1748.1340798539095,0.05420826099537037,0.17869712,2171.0185613217745,0.42553902,0.49529597,0.40379402,0.46231303,0.5656163,0.53491133,0.5823554,0.46887398,0.5502181,0.5848291,0.5389831,0.56198627,-114.280815,116.06986,-14.823576,23.507324,14.96823,13.804441,-0.17128132,8.188924,2.1217122,4.312576,5.5250936,0.027008904,-3.6546931,6845.wav,aggressive
117.45383522727273,1745.2371151584418,0.05217149522569445,0.18802677,2218.612154011167,0.4324413,0.49967134,0.40957242,0.45998815,0.53944427,0.52141285,0.5679573,0.48728848,0.6437842,0.60187984,0.52183396,0.54999006,-113.72999,113.80588,-10.220572,24.327957,21.015186,18.929443,-1.6498679,9.374943,3.396845,3.3111262,8.099955,2.1065495,-1.1558642,6846.wav,aggressive
117.45383522727273,1779.816102710341,0.05145263671875,0.19730455,2294.3362931054303,0.45353132,0.5555242,0.45723134,0.49982807,0.5398093,0.5549752,0.66201633,0.51914966,0.60664934,0.5387025,0.4826838,0.5740284,-109.5357,111.129326,-6.1237373,24.51052,24.852226,21.517122,-3.0406804,8.928188,4.413711,3.3217885,10.946387,5.564586,0.20062143,6847.wav,aggressive
117.45383522727273,1536.9253283400585,0.04537624782986111,0.19840233,2102.712069435892,0.43797174,0.52209944,0.4372479,0.49359265,0.5272557,0.52885854,0.60326385,0.4805133,0.6334137,0.562794,0.51137453,0.5906037,-126.13278,123.87196,-7.049734,24.478218,24.676622,24.156946,-4.396038,8.067509,5.4306674,2.3185117,11.863197,6.259457,0.15289265,6848.wav,aggressive
117.45383522727273,1431.429351056598,0.040558991608796294,0.19643706,2033.9844850630975,0.47562295,0.52823913,0.43374994,0.4945069,0.5656926,0.5538601,0.5719431,0.47476488,0.59685785,0.4940311,0.4921929,0.61342937,-141.80228,130.51201,-1.8877673,24.381922,23.443916,24.472212,-2.6847224,7.2981925,4.8291345,2.918917,11.050178,5.323229,0.18152407,6849.wav,aggressive
